,age,marital,segment,SocialMedia,income,creditRating,aveSpend,touchpoints,nTouchpoints,recent_touchpoint,num_creditRating,single,divorced,married,unknown,P4,P3,P2,P1,U,N,Y,C,B,D,A,F,E,New,G
4183,28,single,P3,U,48000.0,E,961.87,smsDiscount emailGift emailDestination emailDiscount,4,emailDiscount,5,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
4184,36,single,P4,Y,57000.0,C,15.43,smsDiscount,1,smsDiscount,3,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
4185,30,single,P3,Y,27500.0,B,7.92,emailDestination,1,emailDestination,2,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
4186,31,married,P2,N,110000.0,F,2.5,emailDestination,1,emailDestination,6,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
4187,41,married,P4,U,109800.0,C,42.31,smsDiscount,1,smsDiscount,3,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
4188,27,single,P3,Y,60000.0,C,632.95,emailDiscount emailGift emailGift emailDiscount emailDiscount,5,emailDiscount,3,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
4189,21,single,P1,Y,48418.0,C,295.77,smsGift smsDiscount emailDiscount,3,emailDiscount,3,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0
4190,26,single,P1,Y,89000.0,E,3.94,smsDiscount,1,smsDiscount,5,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
4191,45,married,P2,N,70000.0,C,167.01,emailDestination emailGift,2,emailGift,3,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0
4192,29,single,P3,N,85000.0,A,113.59,emailDiscount emailDiscount emailDiscount emailDiscount,4,emailDiscount,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
4193,37,married,P4,U,35000.0,B,342.79,emailDestination mailDiscount mailDestination mailDiscount mailGift,5,mailGift,2,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
4194,39,single,P2,U,23000.0,B,7.92,emailDestination,1,emailDestination,2,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
4195,25,single,P2,U,50000.0,E,585.93,mailDiscount,1,mailDiscount,5,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
4196,39,married,P2,Y,90000.0,C,12.13,emailDestination,1,emailDestination,3,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0
4197,40,married,P4,Y,24000.0,C,266.54,emailDiscount smsDiscount smsDestination,3,smsDestination,3,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
4198,36,single,P1,N,85000.0,B,10.49,mailGift,1,mailGift,2,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0
4199,38,married,P3,N,82500.0,B,116.2,emailDestination emailDestination emailDestination mailDiscount,4,mailDiscount,2,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
4200,39,married,P2,U,155000.0,C,485.22,mailDiscount,1,mailDiscount,3,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0
4201,47,single,P1,U,54000.0,D,52.5,mailDiscount emailDestination,2,emailDestination,4,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
4202,31,married,P4,U,45000.0,A,18.58,emailDestination mailDestination smsDestination,3,smsDestination,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
4203,57,divorced,P3,N,148350.0,B,74.4,emailDiscount,1,emailDiscount,2,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
4204,44,married,P4,U,53000.0,D,362.43,smsDiscount mailDiscount,2,mailDiscount,4,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
4205,51,married,P1,Y,115000.0,A,59.88,emailDestination emailDestination emailDiscount,3,emailDiscount,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
4206,33,single,P3,Y,156000.0,A,184.05,emailDestination emailDiscount,2,emailDiscount,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
4207,31,single,P4,U,160000.0,B,39.63,emailDestination mailDiscount emailDestination,3,emailDestination,2,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
4208,37,married,P4,Y,80000.0,C,1031.43,emailDestination mailDiscount,2,mailDiscount,3,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
4209,31,single,P4,N,50000.0,C,60.46,smsDestination smsDestination emailDestination smsDestination smsDestination smsDestination mailDestination smsDiscount,8,smsDiscount,3,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
4210,38,married,P3,Y,100000.0,D,2.5,emailDestination,1,emailDestination,4,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
4211,43,married,P3,N,45000.0,D,180.56,mailDiscount,1,mailDiscount,4,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
4212,42,married,P3,U,84000.0,B,208.21,mailDestination mailDestination smsGift mailDestination smsDiscount mailDestination,6,mailDestination,2,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
4213,32,married,P2,Y,20000.0,E,138.5,emailDiscount emailDiscount,2,emailDiscount,5,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
4214,35,married,P1,U,75000.0,B,5.36,mailGift,1,mailGift,2,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0
4215,34,married,P3,N,50000.0,C,469.37,emailDiscount emailGift,2,emailGift,3,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0
4216,40,married,P1,N,93000.0,A,180.29,mailDestination emailDiscount emailDestination,3,emailDestination,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
4217,37,married,P2,Y,60000.0,E,575.76,emailDiscount emailDiscount emailDiscount emailDiscount mailDiscount,5,mailDiscount,5,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
4218,25,single,P3,U,150000.0,A,139.89,emailDiscount emailDiscount,2,emailDiscount,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
4219,59,married,P3,N,130000.0,A,487.84,smsGift mailDiscount,2,mailDiscount,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
4220,43,married,P2,U,108000.0,C,660.08,mailDiscount mailDiscount emailDestination,3,emailDestination,3,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0
4221,35,single,P3,N,49000.0,B,704.41,mailDiscount,1,mailDiscount,2,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
4222,35,married,P4,U,110000.0,D,4.92,emailDestination,1,emailDestination,4,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
4223,45,married,P3,Y,140000.0,A,45.43,emailDiscount,1,emailDiscount,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
4224,39,married,P4,U,70000.0,B,10.53,smsDiscount emailDiscount,2,emailDiscount,2,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
4225,48,married,P4,Y,18500.0,D,402.5,mailDiscount emailDestination,2,emailDestination,4,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
4226,31,single,P1,Y,66000.0,A,74.42,emailDiscount,1,emailDiscount,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
4227,36,married,P3,Y,40000.0,C,1256.1,mailDiscount mailGift mailDiscount,3,mailDiscount,3,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
4228,35,married,P3,U,40320.0,D,7.73,emailDestination,1,emailDestination,4,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
4229,39,married,P4,Y,110000.0,A,1300.05,emailDestination smsDiscount mailDiscount mailDiscount emailDestination emailDestination emailDiscount mailDiscount,8,mailDiscount,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
4230,39,married,P4,N,62000.0,D,142.82,emailGift emailDestination emailDestination emailDestination emailDestination,5,emailDestination,4,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
4231,43,married,P4,U,45000.0,C,57.67,emailDiscount emailDiscount emailDiscount emailDestination,4,emailDestination,3,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
4232,40,married,P3,Y,96000.0,A,20.83,emailDestination,1,emailDestination,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
4233,38,married,P3,N,60000.0,A,480.51,mailDiscount emailDiscount mailDiscount,3,mailDiscount,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
4234,47,married,P2,N,15000.0,A,368.53,emailDestination mailGift emailDestination mailGift emailDestination emailDestination emailDestination,7,emailDestination,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
4235,31,single,P3,U,47000.0,C,253.7,emailDestination emailDiscount,2,emailDiscount,3,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
4236,29,single,P1,N,24000.0,D,7.36,emailDestination,1,emailDestination,4,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0
4237,38,single,P1,U,57780.0,A,1184.99,emailDestination mailDiscount smsGift emailDiscount emailDiscount,5,emailDiscount,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
4238,35,married,P3,U,61500.0,A,254.35,emailDestination mailDiscount emailDiscount mailDiscount smsDiscount smsGift,6,smsGift,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
4239,28,single,P3,U,80000.0,C,7.5,emailDestination,1,emailDestination,3,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
4240,36,single,P1,Y,62000.0,B,97.34,smsDiscount emailDestination emailDestination mailDestination,4,mailDestination,2,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0
4241,30,married,P3,U,66000.0,C,251.9,smsDiscount,1,smsDiscount,3,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
4242,54,divorced,P1,N,44000.0,C,2979.07,emailDiscount mailDiscount mailDiscount emailDestination emailDestination emailDiscount,6,emailDiscount,3,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0
4243,37,single,P4,N,43000.0,A,60.7,emailDiscount emailGift mailDiscount emailDestination,4,emailDestination,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
4244,47,married,P1,U,140000.0,A,381.74,emailDiscount smsDiscount emailDiscount emailDiscount,4,emailDiscount,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
4245,38,married,P1,Y,55000.0,B,7.92,emailDestination,1,emailDestination,2,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0
4246,44,married,P1,U,51152.0,A,336.17,emailDestination mailDiscount smsDestination,3,smsDestination,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
4247,27,married,P3,N,98000.0,E,203.49,smsDiscount emailDiscount,2,emailDiscount,5,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
4248,34,single,P2,N,115000.0,B,6412.67,emailDiscount emailDestination emailDiscount emailDiscount mailDiscount emailDestination emailDiscount,7,emailDiscount,2,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
4249,53,married,P3,U,58000.0,A,70.75,emailDestination emailDestination emailDiscount,3,emailDiscount,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
4250,34,single,P2,U,141990.0,F,116.2,emailDestination emailDestination emailDestination mailDiscount,4,mailDiscount,6,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
4251,43,married,P3,U,60000.0,C,1228.82,mailDiscount emailDestination emailDiscount,3,emailDiscount,3,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
4252,29,divorced,P3,N,48000.0,D,69.98,emailDiscount,1,emailDiscount,4,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
4253,32,married,P1,U,56000.0,B,10.42,emailDestination emailDestination,2,emailDestination,2,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0
4254,32,single,P4,N,35000.0,A,149.31,smsDiscount emailGift emailDestination emailGift,4,emailGift,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
4255,49,married,P1,N,83000.0,C,1151.99,smsDestination emailDiscount emailDestination mailDiscount,4,mailDiscount,3,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0
4256,44,married,P3,U,96000.0,C,704.92,emailDestination mailDiscount,2,mailDiscount,3,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
4257,41,married,P3,U,60000.0,A,124.63,emailDiscount emailDestination,2,emailDestination,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
4258,30,married,P2,N,75348.0,B,152.66,emailDiscount emailDiscount emailDiscount emailDiscount emailDiscount,5,emailDiscount,2,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
4259,29,single,P1,N,216096.0,C,6663.05,emailDiscount emailDiscount emailDestination emailDiscount emailDiscount mailDiscount emailDestination emailDiscount,8,emailDiscount,3,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0
4260,45,married,P1,Y,120000.0,A,215.44,emailDestination emailDestination smsGift smsDiscount emailDiscount emailDestination,6,emailDestination,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
4261,30,married,P2,Y,54000.0,E,884.01,smsDiscount mailDiscount mailDiscount mailDiscount,4,mailDiscount,5,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
4262,58,married,P2,Y,80669.0,E,594.36,emailDestination emailDiscount emailDiscount,3,emailDiscount,5,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
4263,35,married,P2,N,55000.0,F,5.0,smsGift,1,smsGift,6,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
4264,29,married,P2,N,40000.0,D,748.74,smsDestination,1,smsDestination,4,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
4265,37,married,P1,Y,62000.0,C,229.44,smsGift,1,smsGift,3,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0
4266,21,single,P3,N,65000.0,A,8.49,emailDestination emailDiscount,2,emailDiscount,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
4267,47,married,P2,U,70000.0,B,218.42,emailDiscount emailDestination,2,emailDestination,2,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
4268,60,married,P1,N,62000.0,C,11.25,emailDestination emailDestination,2,emailDestination,3,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0
4269,39,single,P4,U,23000.0,B,7.92,emailDestination,1,emailDestination,2,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
4270,54,married,P2,Y,48030.0,F,3.0,mailGift,1,mailGift,6,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
4271,43,married,P3,Y,45800.0,E,7.5,emailDestination,1,emailDestination,5,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
4272,45,married,P1,N,42000.0,C,51.12,mailGift,1,mailGift,3,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0
4273,44,single,P2,Y,72000.0,New,1037.46,mailDiscount smsDiscount emailDestination smsDiscount smsGift smsDiscount smsDiscount smsDiscount,8,smsDiscount,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
4274,33,single,P2,Y,90000.0,D,200.55,mailDestination,1,mailDestination,4,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
4275,29,single,P4,Y,72000.0,E,204.92,mailDiscount emailDestination,2,emailDestination,5,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
4276,32,married,P1,U,41410.0,C,66.34,mailDestination mailGift emailGift smsDiscount emailDiscount emailDiscount mailGift,7,mailGift,3,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0
4277,33,divorced,P2,Y,50000.0,B,308.28,emailDiscount emailDiscount emailDiscount emailDestination emailDiscount emailDiscount,6,emailDiscount,2,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
4278,58,married,P2,Y,44000.0,A,12.13,emailDestination,1,emailDestination,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
4279,36,married,P3,N,30200.0,D,28.71,smsDiscount smsGift,2,smsGift,4,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
4280,54,divorced,P3,Y,98000.0,B,12.13,emailDestination,1,emailDestination,2,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
4281,30,married,P4,Y,100000.0,A,7.5,emailDestination,1,emailDestination,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
4282,58,married,P1,Y,55000.0,B,12.13,emailDestination,1,emailDestination,2,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0
4283,51,married,P2,N,30000.0,D,91.6,emailDestination emailDiscount,2,emailDiscount,4,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
4284,25,married,P1,N,32500.0,A,64.32,emailDiscount emailDestination,2,emailDestination,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
4285,50,married,P4,U,100000.0,E,32.25,emailGift,1,emailGift,5,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
4286,35,married,P1,Y,82000.0,E,35.91,mailDestination emailDiscount,2,emailDiscount,5,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
4287,58,married,P4,Y,130000.0,D,451.47,emailDestination smsDestination smsDiscount emailDiscount emailDestination,5,emailDestination,4,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
4288,39,married,P4,Y,90000.0,B,38.71,smsDiscount,1,smsDiscount,2,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
4289,58,married,P2,U,38000.0,D,12.13,emailDestination,1,emailDestination,4,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
4290,42,married,P4,N,56000.0,C,2.5,emailDestination,1,emailDestination,3,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
4291,46,married,P2,N,75000.0,B,49.46,emailDestination,1,emailDestination,2,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
4292,39,single,P4,U,71100.0,A,537.77,smsDiscount emailDiscount,2,emailDiscount,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
4293,33,married,P2,U,71000.0,A,313.39,emailDestination mailDiscount mailDiscount emailDiscount,4,emailDiscount,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
4294,30,single,P4,N,70000.0,C,47.48,emailGift emailGift,2,emailGift,3,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
4295,36,married,P4,Y,73000.0,A,76.4,emailGift,1,emailGift,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
4296,36,married,P1,U,55000.0,E,59.88,emailDestination emailDestination emailDiscount,3,emailDiscount,5,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0
4297,31,married,P3,U,48000.0,D,7.5,emailDestination,1,emailDestination,4,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
4298,35,single,P2,U,86000.0,E,33.7,emailDestination emailGift emailDestination emailDestination,4,emailDestination,5,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
4299,36,married,P4,N,70000.0,F,42.95,emailDestination emailDiscount smsDiscount smsDiscount smsDiscount,5,smsDiscount,6,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
4300,35,married,P2,Y,95000.0,D,236.81,smsDiscount,1,smsDiscount,4,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
4301,35,married,P3,N,82000.0,E,35.91,mailDestination emailDiscount,2,emailDiscount,5,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
4302,32,married,P1,U,90000.0,C,163.74,emailGift emailDestination emailDestination emailGift emailDiscount,5,emailDiscount,3,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0
4303,47,divorced,P1,Y,35000.0,C,60.38,smsDestination smsDestination emailDestination emailDestination smsDestination mailDestination,6,mailDestination,3,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0
4304,35,divorced,P3,N,135000.0,B,2.5,emailDestination,1,emailDestination,2,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
4305,37,divorced,P2,N,45000.0,A,17.42,emailDestination emailDestination,2,emailDestination,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
4306,37,married,P4,N,105000.0,B,1747.75,emailDiscount emailDestination emailDiscount,3,emailDiscount,2,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
4307,36,married,P4,N,110000.0,C,648.81,emailDestination emailDiscount emailDiscount mailDiscount emailDiscount,5,emailDiscount,3,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
4308,50,married,P4,N,47000.0,C,236.81,smsDiscount,1,smsDiscount,3,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
4309,36,married,P1,U,110000.0,C,648.81,emailDestination emailDiscount emailDiscount mailDiscount emailDiscount,5,emailDiscount,3,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0
4310,43,married,P2,N,65000.0,C,85.68,emailDestination emailDestination smsDiscount emailDestination,4,emailDestination,3,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0
4311,59,married,P2,N,81000.0,D,108.82,smsGift,1,smsGift,4,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
4312,37,single,P3,U,70000.0,D,45.62,mailDestination,1,mailDestination,4,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
4313,32,married,P2,Y,53000.0,A,35.46,emailDestination emailDestination emailDestination,3,emailDestination,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
4314,38,single,P3,Y,50000.0,D,3.25,smsDiscount emailDestination,2,emailDestination,4,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
4315,31,divorced,P4,Y,99672.0,A,5.71,smsDestination,1,smsDestination,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
4316,38,single,P3,N,185000.0,E,774.23,mailDiscount emailDestination emailDestination,3,emailDestination,5,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
4317,34,married,P2,U,57501.0,A,32.69,mailDestination emailDestination emailDiscount,3,emailDiscount,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
4318,32,single,P1,Y,91000.0,C,96.25,emailDestination mailDiscount emailDiscount,3,emailDiscount,3,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0
4319,39,married,P3,N,77000.0,C,43.47,emailDiscount,1,emailDiscount,3,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0
4320,28,single,P3,N,79548.7,C,1340.04,emailDiscount mailDiscount smsDiscount emailDestination emailDiscount smsGift mailDestination emailDiscount,8,emailDiscount,3,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0
4321,40,divorced,P2,U,50000.0,E,554.0,smsDiscount mailDestination,2,mailDestination,5,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
4322,35,married,P4,U,160000.0,B,6.09,smsDiscount,1,smsDiscount,2,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
4323,51,divorced,P4,U,105000.0,B,27.68,smsGift smsDestination,2,smsDestination,2,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
4324,48,married,P1,N,29000.0,C,115.39,mailDiscount emailDestination,2,emailDestination,3,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0
4325,34,married,P3,U,120000.0,C,11.63,emailDestination,1,emailDestination,3,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
4326,37,married,P3,N,57000.0,B,103.18,smsDiscount,1,smsDiscount,2,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
4327,59,married,P4,Y,120000.0,C,7.88,emailDestination,1,emailDestination,3,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
4328,30,single,P3,U,92000.0,B,191.14,emailDiscount emailDiscount emailDiscount emailDiscount emailDestination smsDiscount,6,smsDiscount,2,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
4329,55,divorced,P4,N,20000.0,D,39.11,emailDiscount,1,emailDiscount,4,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
4330,30,married,P2,Y,60000.0,A,25.08,smsDestination emailDestination,2,emailDestination,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
4331,28,married,P3,U,72000.0,C,198.85,emailDestination emailDestination emailDestination mailDestination emailDiscount smsDiscount smsDiscount emailGift,8,emailGift,3,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
4332,42,married,P4,N,45000.0,B,15902.01,emailDestination mailDiscount,2,mailDiscount,2,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
4333,41,single,P3,Y,55000.0,B,5221.49,emailGift smsDiscount mailDiscount,3,mailDiscount,2,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
4334,29,single,P3,U,27000.0,B,28.34,emailDiscount,1,emailDiscount,2,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
4335,27,single,P4,Y,132000.0,A,260.19,emailDiscount emailDestination emailDestination mailDiscount,4,mailDiscount,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
4336,55,married,P4,U,88000.0,A,9.02,emailGift,1,emailGift,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
4337,36,married,P2,Y,120000.0,F,19.74,emailDestination mailGift,2,mailGift,6,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
4338,45,married,P3,U,26000.0,F,4.92,emailDestination,1,emailDestination,6,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
4339,33,married,P3,N,66700.0,B,12.13,emailDestination,1,emailDestination,2,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
4340,32,married,P4,U,72000.0,E,5.12,mailDestination,1,mailDestination,5,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
4341,60,married,P4,N,152000.0,C,39.47,mailDiscount,1,mailDiscount,3,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
